index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,GSM
GSE25821_group24,SO2442_at,SO0818_at,SO0867_at,SO2444_at,SO2445_at,SO0866_at,SO2443_at,SO2441_x_at,SO1362_x_at,SO4349_at,SO1361_x_at,SO1324_at,SO1325_at,SO0817_at,SO0865_at,SO2858_at,SO3687_at,UP_SO0877_at,SO4236_at,UP_SO2445_x_at,GSM634443
GSE25821_group25,SO2445_at,SO4290_at,SO2444_at,SO0818_at,SO2442_at,SO0867_at,SO4292_at,SO2443_at,SO1915_at,SO0866_at,SO2441_x_at,SO1324_at,SO1532_x_at,SO1362_x_at,SO3819_at,SO1361_x_at,SO2858_at,SO1325_at,SO4289_x_at,SO3687_at,GSM634443
GSE25821_group26,SO0867_at,SO2444_at,SO1915_at,SO2445_at,SO2442_at,SO0818_at,SO2441_x_at,SO0866_at,SO2443_at,SO1532_x_at,SO4349_at,SO3819_at,SO1362_x_at,SO1361_x_at,SO2858_at,SO1325_at,SO3687_at,SO0564_at,SO1324_at,SO4236_at,GSM634443
GSE25821_group27,SO0818_at,SO2445_at,SO2444_at,SO2442_at,SO2443_at,SO0867_at,SO0564_at,SO2441_x_at,UP_SO3102_at,SO1324_at,SO1361_x_at,SO4236_at,SO1325_at,SO1532_x_at,SO3819_at,SO4349_at,SO1362_x_at,SO0866_at,UP_SO2713_at,SO0275_x_at,GSM634443
GSE25821_group28,SO0818_at,SO2445_at,SO2444_at,SO1532_x_at,SO2442_at,SO0867_at,SO2443_at,SO1915_at,SO2441_x_at,UP_SO3102_at,SO1361_x_at,SO0564_at,SO4236_at,SO3819_at,SO4349_at,SO1362_x_at,UP_SO2713_at,SO1325_at,SO1030_at,SO4652_x_at,GSM634443
GSE25821_group29,SO2442_at,SO1915_at,SO0818_at,SO4349_at,SO2445_at,SO2444_at,SO0867_at,SO2441_x_at,SO2443_at,SO0866_at,SO1361_x_at,SO1362_x_at,SO0564_at,SO1518_x_at,UP_SO2713_at,SO1324_at,SO4651_at,SO0273_x_at,SO1325_at,SO1532_x_at,GSM634443
GSE25821_group30,SO2442_at,SO0867_at,SO2444_at,SO1915_at,SO2445_at,SO0818_at,SO2443_at,SO1362_x_at,SO1532_x_at,SO2441_x_at,SO1361_x_at,SO4349_at,SO0564_at,SO2069_at,SO1325_at,SO0866_at,SO2073_at,SO2767_at,SO3415_at,SO1518_x_at,GSM634443
GSE25821_group31,SO2442_at,SO2444_at,SO1915_at,SO0867_at,SO2445_at,SO2443_at,SO1362_x_at,SO4349_at,SO2441_x_at,SO1361_x_at,SO0564_at,SO1518_x_at,SO0818_at,SO2073_at,SO4652_x_at,SO3415_at,SO1324_at,SO4651_at,SO4655_at,SO0866_at,GSM634443
GSE25821_group32,SO2444_at,SO2442_at,SO0867_at,SO0818_at,SO1362_x_at,SO1361_x_at,SO2445_at,SO2443_at,SO1915_at,SO0564_at,SO4652_x_at,SO3415_at,SO0866_at,SO2441_x_at,SO1518_x_at,SO4349_at,SO4655_at,SO2767_at,UP_SO2161_s_at,SO4651_at,GSM634443
GSE25821_group33,SO0818_at,SO0866_at,SO0867_at,SO1361_x_at,SO1362_x_at,SO0564_at,SO2444_at,SO1518_x_at,SO4652_x_at,SO4349_at,SO1915_at,SO0817_at,SO2442_at,SO2445_at,SO2443_at,SO4655_at,SO3737_at,SO3599_at,SO3415_at,SO4651_at,GSM634443
GSE25821_group34,SO0818_at,SO4349_at,SO0867_at,SO0866_at,SO1915_at,SO2444_at,SO1361_x_at,SO2445_at,SO1362_x_at,SO2442_at,SO0564_at,SO1518_x_at,SO2443_at,SO2441_x_at,SO4056_x_at,SO4655_at,SO0865_at,SO3415_at,SO4652_x_at,SO0273_x_at,GSM634443
GSE25821_group35,SO0818_at,SO0866_at,SO0867_at,SO2442_at,SO1362_x_at,SO0564_at,SO2444_at,SO1915_at,SO2445_at,SO4349_at,SO1361_x_at,SO2443_at,SO4652_x_at,SO1518_x_at,SO4056_x_at,SO4655_at,SO0817_at,UP_SO2713_at,SO0273_x_at,SO0185_at,GSM634443
GSE25821_group36,SO0866_at,SO0818_at,SO0867_at,SO0564_at,SO0185_at,SO1361_x_at,SO2444_at,SO1915_at,SO2445_at,SO4349_at,SO1362_x_at,SO4652_x_at,SO2442_at,SO3687_at,SO2443_at,SO4056_x_at,SO4655_at,SO0865_at,SO0817_at,SO1518_x_at,GSM634443
GSE25821_group37,SO0867_at,SO0818_at,SO0866_at,SO2444_at,SO0185_at,SO2445_at,SO1915_at,SO0564_at,SO1361_x_at,SO4349_at,SO1362_x_at,SO2442_at,SO4652_x_at,SO2443_at,SO0273_x_at,SO4056_x_at,SO1908_at,SO4655_at,SO0865_at,SO0817_at,GSM634443
GSE25821_group38,SO0818_at,SO0867_at,SO0866_at,SO2445_at,SO1362_x_at,SO0185_at,SO2442_at,SO0564_at,SO2444_at,SO1915_at,SO1361_x_at,SO1908_at,SO4652_x_at,SO4349_at,UP_SO1962_x_at,SO1751_at,SO2443_at,SO0273_x_at,SO3599_at,SO3737_at,GSM634443
GSE25821_group39,SO2442_at,SO2444_at,SO2445_at,SO0818_at,SO0866_at,SO0564_at,SO0867_at,SO0401_x_at,SO0273_x_at,SO1908_at,SO4652_x_at,SO4651_at,SO4655_at,SO2443_at,UP_SO1962_x_at,SO0185_at,SO1915_at,SO1361_x_at,SO2441_x_at,UP_SO4506_at,GSM634443
GSE25821_group40,SO0818_at,SO2445_at,SO2444_at,SO2442_at,SO0866_at,UP_SO2713_at,SO0867_at,SO0564_at,SO2441_x_at,SO4655_at,SO1915_at,SO2443_at,SO0401_x_at,SO0273_x_at,SO1361_x_at,SO4349_at,SO4596_x_at,SO4652_x_at,SO4651_at,SO1908_at,GSM634443
GSE25821_group41,SO0818_at,SO2442_at,SO2445_at,SO0866_at,SO0273_x_at,SO2444_at,SO0867_at,SO0564_at,SO2443_at,SO1915_at,SO0185_at,SO4655_at,SO1361_x_at,SO2441_x_at,SO0401_x_at,SO4651_at,SO4349_at,SO1362_x_at,SO0817_at,SO3819_at,GSM634443
GSE31535_group1,SO_0275,SO_4463,SO_1028,SO_0279,SO_2019,SO_0277,SO_1027,SO_2018,SO_4462,SO_2016,SO_1029,SO_2017,SO_2688,SO_0278,SO_0276,SO_2128,SO_2127,SO_2015,SO_3475,SO_4321,GSM782760
GSE31535_group2,SO_1094,SO_3250,SO_3312,SO_3311,SO_1452,SO_4004,SO_2127,SO_3544,SO_4114,SO_1402,SO_3920,SO_2974,SO_0344,SO_3545,SO_4154,SO_0447,SO_2569,SO_2658,SO_0104,SO_1072,GSM782760
GSE20379_group1,SO2821_x_at,UP_SO0635_x_at,SO2178_at,UP_SO4230_at,IG_SO3537_SO3538_x_at,UP_SO0876_at,IG_SO4706_SO4707_x_at,SO4126_at,UP_SO1764_at,UP_SO3397_x_at,IG_SO0119_SO0118_at,SO0844_at,IG_SO2305_SO2306_at,IG_SO3967_SO3966_at,SO3781_x_at,UP_SO2137_at,UP_SO2162in_at,SO0206_x_at,UP_SO2468_at,UP_SO0437_at,GSM509687
GSE20379_group2,SO2469_at,UP_SO4754_at,SO2178_at,SO4126_at,SO3905_at,IG_SO0479_SO0478_at,SO2821_x_at,SO2559_at,IG_SO0787_SO0786_at,IG_SO3537_SO3538_x_at,IG_SO1751_SO1753_at,UP_SO4138_at,IG_SO0119_SO0118_at,SO2476_at,SO3577_at,SO2312_at,SO2629_at,SO4215_x_at,IG_SO3331_SO3328_at,UP_SO0734_at,GSM509687
GSE20379_group3,SO2178_at,UP_SO4754_at,SO4126_at,SO2469_at,SO3905_at,IG_SO3134_SO3132_at,IG_SO3331_SO3328_at,IG_SO0479_SO0478_at,UP_SO4138_at,IG_SO0119_SO0118_at,IG_SO0787_SO0786_at,SO3577_at,SO3017_x_at,SO2312_at,SO3928_at,IG_SO4472_SO4473_at,SO4215_x_at,SO4385_at,UP_SO4241_at,SO2821_x_at,GSM509687
GSE20379_group4,SO2178_at,UP_SO4754_at,SO2469_at,SO4126_at,SO3905_at,IG_SO3134_SO3132_at,IG_SO0479_SO0478_at,IG_SO0119_SO0118_at,IG_SO1751_SO1753_at,SO4215_x_at,IG_SO3331_SO3328_at,SO2629_at,IG_SO0787_SO0786_at,IG_SO0639_SO0637_at,SO2312_at,UP_SO1686_at,UP_SO4615_at,UP_SO4241_at,SO4617_x_at,IG_SO1508.1_SO1510_at,GSM509687
GSE20379_group5,SO2469_at,SO2178_at,SO4126_at,SO2821_x_at,IG_SO0479_SO0478_at,SO3905_at,UP_SO4754_at,IG_SO1676_SO1677_at,IG_SO3537_SO3538_x_at,IG_SO2877_SO2876_at,SO2629_at,SO2636_x_at,IG_SO0639_SO0637_at,UP_SO1686_at,IG_SO1751_SO1753_at,SO0844_at,IG_SO0119_SO0118_at,SO2476_at,UP_SO0734_at,SO2312_at,GSM509687
GSE26935_group1,SO2713,SO1371,SO1360,SO1303,SO2472,SO1048,SO2967,SO4515,SO1037,SO2965,SO3650,SO2778,SO1169,SO0567,SO4245,SO0004,SO1933,SO4491,SO4320,SO1203,GSM663198
GSE24994_group1,SO_0327,SO_3426,SO_4352,SO_3650,SO_1253,SO_0266,SO_2432,SO_2574,SO_0262,SO_4430,SO_0269,SO_4703,SO_2112,SO_1383,SO_3080,SO_4116,SO_3414,SO_2257,SO_2822,SO_2830,GSM613952
GSE25865_group1,SO_0814,SO_2709,SO_2844,SO_2704,SO_0564,SO_2467,SO_2018,SO_0463,SO_4318,SO_3110,SO_3548,SO_0080,SO_1892,SO_1797,SO_3194,SO_1150,SO_1697,SO_3606,SO_1261,SO_0285,GSM635118
GSE25865_group2,SO_0039,SO_2709,SO_3727,SO_2844,SO_1368,SO_2704,SO_2018,SO_4318,SO_3402,SO_3110,SO_0546,SO_0087,SO_3194,SO_2318,SO_3601,SO_0285,SO_1892,SO_1870,SO_3581,SO_0080,GSM635118
GSE25865_group3,SO_4253,SO_3057,SO_2597,SO_2709,SO_1288,SO_2467,SO_2844,SO_0329,SO_3126,SO_3034,SO_0463,SO_0080,SO_3234,SO_0051,SO_1356,SO_3757,SO_3402,SO_0794,SO_2449,SO_0594,GSM635118
GSE20343_group1,SO4754_x_at,IG_SO3759_SO3758_at,IG_SO3422_SO3423_x_at,IG_SO3973_SO3974_at,IG_SO1512_SO1511_s_at,SO3896_at,UP_SO1307_x_at,IG_SO0119_SO0118_at,SO2301_at,IG_SO3657_SO3656_at,UP_SO0220_at,UP_SO0680_at,SO3422_at,UP_SO2151_at,UP_SO1097_at,IG_SO2254_SO2253_at,IG_SO4080_SO4081_at,SO4134_at,SO2300_at,UP_SO0343_at,GSM509293
GSE20343_group2,SO4754_x_at,IG_SO3422_SO3423_x_at,IG_SO3657_SO3656_at,SO1855_at,SO1295_x_at,SO3422_at,UP_SO2401_at,UP_SO2595_at,IG_SO3432_SO3431_at,SO4134_at,UP_SO2787_at,IG_SO0694_SO0695_at,SO2401_at,UP_SO3426_at,SO2727_x_at,IG_SO4726_SO4727_at,UP_SO1895_at,IG_SO1821_SO1822_at,UP_SO2301_x_at,IG_SO1420_SO1421_at,GSM509293
GSE21044_group1,SO_1668,SO_0838,SO_4404,SO_0606,SO_1696,SO_1053,SO_2469,SO_2474,SO_4725,SO_0860,SO_4735,SO_1115,SO_0748,SO_2717,SO_4244,SO_4714,SO_3891,SO_0785,SO_1714,SO_1574,GSM525514
GSE15334_group1,SO0449,SO0014,SO4555,SO4601,SO2361,SO1784,SO0194,SO3250,SO3094,SO2180,SO2919,SO3937F,SO1370,SO4584,SO3025,SO3546,SO4589,SO3974,SO0011,SO1458,GSM496779
GSE15334_group2,SO0449,SO1784,SO3025,SO4555,SO1298,SO1355,SO4094,SO1274F,SO2361,SO0839,SO2180,SO4322,SO1165,SO1264,SO1261F,SO3647,SO1265,SO1107,SO3316,SO3592,GSM496779
GSE15334_group3,SO1355,SO3025,SO0449,SO1784,SO0444,SO4688,SO1298,SO2916,SO2361,SO1931,SO3000F,SO3647,SO1264,SO0839,SO4649,SO1385,SO2240,SO1107,SO1579,SO3469,GSM496779
GSE15334_group4,SO3025,SO4206,SO2395,SO1265,SO1910,SO4205,SO3901,SO0582,SO1255,SO3613,SO0449,SO3834,SO0038,SO4111,SO3855,SO1183,SO3463F,SO4096,SO0106,SO0835,GSM496779
GSE15334_group5,SO3025,SO4206,SO4207,SO1910,SO4205,SO2743,SO0344,SO2395,SO3348,SO3740,SO0343,SO0106,SO0449,SO0807,SO1252,SO1355,SO3969,SO3583,SO4043,SO1045,GSM496779
GSE15334_group6,SO0343,SO2743,SO0344,SO3025,SO4206,SO3969,SO1252,SO4043,SO1910,SO3740,SO0106,SO4207,SO3583,SO3901,SO1265,SO4205,SO1895,SO1300,SO1045,SO3834,GSM496779
GSE15334_group7,SO0343,SO0344,SO3025,SO3969,SO3740,SO1300,SO0449,SO3583,SO2743,SO0106,SO1045,SO3592,SO3613,SO1910,SO1678F,SO4207,SO0065,SO3834,SO3855,SO1679,GSM496779
GSE15334_group8,SO0343,SO3969,SO0839,SO0344,SO0106,SO4206,SO1045,SO1205,SO2743,SO4319,SO3592,SO4205,SO1183,SO1895,SO3740,SO2926,SO1686,SO3799,SO0065,SO3088,GSM496779
GSE15334_group9,SO3969,SO0343,SO4043,SO1045,SO2743,SO1895,SO2706,SO0106,SO0839,SO0516,SO0609,SO3855,SO4206,SO0344,SO1385,SO4319,SO1928,SO3592,SO1679,SO3740,GSM496779
GSE15334_group10,SO4719,SO1300,SO3855,SO1686,SO0065,SO1784,SO2898,SO3592,SO4118,SO1757,SO2929,SO4206,SO4619,SO2415,SO1045,SO3953,SO0582,SO3174,SO1471,SO0010,GSM496779
GSE15334_group11,SO3592,SO3855,SO1757,SO4719,SO2929,SO1300,SO2706,SO0010,SO1686,SO4206,SO1944,SO2926,SO0065,SO1678F,SO0582,SO4118,SO2898,SO4207,SO2359,SO3025,GSM496779
GSE15334_group12,SO1686,SO4118,SO3855,SO4719,SO0065,SO1944,SO1928,SO2743,SO2926,SO3592,SO2514,SO1679,SO3114,SO3174,SO0450,SO1196,SO1264,SO0343,SO2415,SO0191,GSM496779
GSE15657_group1,SO0624_x_at,SO0439_at,SO0827_at,SO0940_x_at,SO3507_x_at,SO0027_at,SO0941_x_at,UP_SO4591_at,SO3538_x_at,UP_SO3506_at,SO1415_at,SO2111_at,SO3505_at,UP_SO1911_at,SO1427_x_at,UP_SO1777_at,SO0944_x_at,UP_SO2727_at,UP_SO3504_at,SO3506_x_at,GSM392062
GSE15657_group2,SO0725_at,SO3507_x_at,IG_SO2178_SO2177_at,UP_SO4569i_s_at,IG_SO1192_SO1191_at,SO3506_x_at,UP_SO0956_at,IG_SO4640_SO4639_at,SO3505_at,IG_SO4649_SO4650_at,UP_SO0725_at,UP_SO3506_at,SO2178_at,IG_SO0771_SO0770_at,IG_SO0973_SO0974_at,IG_SO3107_SO3106_at,UP_SO3505_at,IG_SO1876ic_SO1877_at,UP_SO3504_at,SO4649_at,GSM392062
GSE7973_group1,SO1233,SO0867,SO0020,SO2857,SO2907,SO2824,SO2260,SO1428,SO3565,SO1484,SO1430,SO2361,SO1429,SO1232,SO2407,SO2363,SO2364,SO4694,SO0142,SO0021,GSM197329
GSE4489_group1,SO1863,SO2871,SO2741,SO3670,SO4567,SO3658,SO1449,SO1479,SO1482,SO0550,SO3074,SO0665,SO0543,SO3407,SO1872,SO4743,SO0217,SO2039,SO0855,SO1764,GSM100921
GSE4489_group2,SO0855,SO3407,SO2039,SO0665,SO0744,SO1863,SO1482,SO0713,SO0217,SO1241,SO2741,SO1068,SO2177,SO2589,SO3595,SO0550,SO0958,SO2537,SO1872,SO0205,GSM100921
GSE4489_group3,SO4072,SO3599,SO2491,SO0855,SO4598,SO0995,SO2589,SO2039,SO1482,SO0744,SO1580,SO0958,SO0205,SO1479,SO3923,SO0217,SO1872,SO3407,SO0713,SO0182,GSM100921
GSE4489_group4,SO1482,SO3407,SO3658,SO0995,SO0855,SO0665,SO0958,SO0217,SO4743,SO0744,SO3923,SO2039,SO2491,SO0713,SO1872,SO0182,SO0543,SO1479,SO2859,SO3599,GSM100921
GSE4489_group5,SO0927,SO2971,SO1872,SO1722,SO3074,SO0744,SO3684,SO2491,SO0217,SO1764,SO2969,SO1405,SO1482,SO4691,SO3590,SO1496,SO1703,SO2965,SO3407,SO2537,GSM100921
GSE4489_group6,SO3407,SO1703,SO1764,SO4598,SO1405,SO1872,SO1323,SO2071,SO2177,SO0205,SO0217,SO2491,SO2537,SO1482,SO2628,SO3923,SO0927,SO2971,SO2974,SO3658,GSM100921
GSE4489_group7,SO3658,SO1703,SO1764,SO1872,SO3599,SO2177,SO0217,SO2973,SO0744,SO3708,SO2537,SO2971,SO4598,SO3923,SO0780,SO0205,SO3515,SO0855,SO3230,SO3596,GSM100921
GSE4489_group8,SO4598,SO2039,SO1479,SO1703,SO3658,SO3923,SO0217,SO2589,SO1482,SO0855,SO0205,SO3019,SO0713,SO2971,SO2177,SO1872,SO2537,SO2491,SO1621,SO4743,GSM100921
GSE4489_group9,SO3407,SO1482,SO0217,SO2741,SO0995,SO2039,SO3596,SO2971,SO3515,SO3923,SO2491,SO1764,SO2589,SO4603,SO1872,SO1703,SO0205,SO1621,SO4598,SO0182,GSM100921
GSE4489_group10,SO1405,SO0744,SO2039,SO3923,SO0116,SO0995,SO1764,SO1703,SO1621,SO4603,SO2741,SO1617,SO4598,SO3658,SO1482,SO3407,SO0205,SO3515,SO0217,SO3596,GSM100921
GSE4489_group11,SO0995,SO2971,SO3515,SO3407,SO0217,SO3596,SO1703,SO1764,SO4603,SO4598,SO1405,SO1482,SO0205,SO2491,SO2039,SO1621,SO3923,SO1872,SO2741,SO2589,GSM100921
GSE4489_group12,SO3407,SO1482,SO0744,SO2039,SO0217,SO0665,SO3658,SO0713,SO0995,SO4743,SO3923,SO3599,SO1479,SO1580,SO4072,SO0958,SO4598,SO2589,SO2177,SO0855,GSM100921
GSE3876_group1,SO0729,SO1888,SO4618,SO2301,SO1903,SO1095,SO1302,SO2033,SO1714,SO1774,SO2886F,SO2095,SO4274,SO1984,SO1002,SO0804,SO1231,SO2793,SO3859,SO1677,GSM88542
GSE3876_group2,SO2073,SO2587,SO2074,SO4055,SO0818,SO3913F,SO2071,SO4235,SO4234,SO3030,SO4236,SO4233,SO2072,SO4345,SO2093,SO4054,SO2070,SO2888,SO1787,SO1343,GSM88542
GSE3876_group3,SO2587,SO0818,SO2074,SO4055,SO2073,SO4235,SO0279,SO4234,SO4236,SO4346,SO4233,SO3560,SO1676,SO3674,SO4056,SO2071,SO4345,SO3675,SO3030,SO3913F,GSM88542
GSE3876_group4,SO0277,SO4054,SO3030,SO2587,SO3286,SO2074,SO2073,SO2364,SO3032,SO4056,SO4235,SO4234,SO0818,SO0935,SO4055,SO3980,SO0275,SO1030,SO2072,SO4345,GSM88542
GSE3876_group5,SO2587,SO0277,SO4054,SO0275,SO3030,SO4056,SO0818,SO4055,SO2074,SO1888,SO1676,SO3980,SO4235,SO0279,SO2493,SO3032,SO4234,SO4344,SO4236,SO3740,GSM88542
GSE3876_group6,SO3006,SO4054,SO1042,SO0277,SO2982,SO0275,SO3012,SO4056,SO3010,SO2903,SO4513,SO4515,SO1698,SO4055,SO4345,SO3146,SO4235,SO4234,SO2884,SO4346,GSM88542
GSE3876_group7,SO3006,SO3179,SO0277,SO4054,SO2982,SO3864,SO4056,SO3012,SO1698,SO0275,SO4055,SO4515,SO3010,SO4513,SO0818,SO1325,SO2884,SO2098,SO1070F,SO2540,GSM88542
GSE3876_group8,SO2886F,SO0275,SO4054,SO3286,SO4157,SO2073,SO3863,SO0277,SO4056,SO3896,SO3864,SO1070F,SO0907,SO2364,SO4345,SO0970,SO3284,SO0906,SO3285,SO4515,GSM88542
GSE3876_group9,SO2886F,SO3863,SO0275,SO4054,SO3286,SO0907,SO2073,SO3284,SO0277,SO0903,SO0970,SO2074,SO1070F,SO4345,SO4157,SO3285,SO4056,SO4591,SO2364,SO4513,GSM88542
GSE3876_group10,SO4054,SO3864,SO0277,SO3980,SO4056,SO0975,SO0275,SO0818,SO1070F,SO4513,SO3030,SO4515,SO0958,SO4055,SO2074,SO3286,SO4344,SO1377,SO4345,SO4346,GSM88542
GSE3876_group11,SO2587,SO1377,SO0276,SO0277,SO2886F,SO2887,SO3864,SO0275,SO1888,SO3863,SO4366,SO3388,SO2790,SO2929,SO0242,SO4206,SO3740,SO1043,SO2074,SO1751,GSM88542
GSE3876_group12,SO0277,SO2587,SO0275,SO3030,SO3864,SO3286,SO0403,SO1042,SO0975,SO1377,SO0958,SO1888,SO4591,SO3980,SO1070F,SO2886,SO2098,SO1673,SO0970,SO3896,GSM88542
GSE3876_group13,SO1361,SO2073,SO1362,SO2074,SO0846,SO2963,SO4513,SO2944,SO2951,SO3010,SO2427,SO4347,SO2969,SO2938,SO2982,SO2966,SO2953,SO4235,SO4344,SO4345,GSM88542
GSE3876_group14,SO1361,SO3980,SO2963,SO2951,SO2969,SO2953F,SO2074,SO3006,SO2907,SO2953,SO1362,SO4515,SO2982,SO4344,SO4345,SO2884,SO4346,SO4372,SO2944,SO4513,GSM88542
GSE3876_group15,SO2364,SO0275,SO0277,SO2886F,SO2963,SO1070F,SO3010,SO3006,SO2982,SO4345,SO3012,SO4234,SO4513,SO2969,SO4515,SO4344,SO3030,SO4235,SO2363,SO0958,GSM88542
GSE3876_group16,SO0277,SO3006,SO3030,SO2587,SO3740,SO0958,SO2963,SO1120,SO2969,SO4372,SO4513,SO2982,SO0275,SO3819,SO0729,SO3452,SO4346,SO0818,SO2097,SO3819F,GSM88542
GSE3876_group17,SO2963,SO2969,SO3286,SO2886F,SO2073,SO0277,SO2982,SO3030,SO3006,SO2364,SO0275,SO2074,SO0958,SO4235,SO3012,SO1070F,SO4234,SO2071,SO2953,SO3863,GSM88542
GSE3876_group18,SO0277,SO3864,SO3030,SO2587,SO2969,SO2963,SO0958,SO0403,SO3740,SO3006,SO0975,SO4055,SO4056,SO0279,SO4054,SO1042,SO2982,SO0275,SO4513,SO4516,GSM88542
